用户选择,建表决定,采集状态,建议,建议目标表,类别,模块,section,metric_key,字段名,口径,data_type,单位,facts数,样本值,命中端点,catalog端点,source_keys,source_paths样本,证据文件,备注
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,room_type_id,房型ID,ota_channel,business,,8,991218562 / 995061330 / 1360808251 / 226446780 / 991218562 / 995061330,room_type_info,room_type_info,"roomId, roomTypeId, basicRoomTypeId",roomTypeCancels.0.basicRoomTypeId | roomTypeCancels.1.basicRoomTypeId | roomTypeCancels.2.basicRoomTypeId | roomTypeCancels.3.basicRoomTypeId,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,room_type_name,房型名称,ota_channel,business,,8,"甄选•影音大床房-小米1080P高清投影仪+120英寸大屏智投+一键无线投屏+画面自动对焦+全向自动校正+澎湃动听立体声+小米影视会员+小爱同学智能控制<无早>(钟点房)<08:00到18:00,连住3小时> / 惠享・忧选静谧大床房-商务行政<双人入住><无早> / 惠享・忧选静谧双床房-安心中转<无早> / 行政精选•舒适酣睡双床房-窗明几净<双人入住><无早> / 甄选•影音大床房-小米1080P高清投影仪+120英寸大屏智投+一键无线投屏+画面自动对焦+全向自动校正+澎湃动听立体声+小米影视会员+小爱同学智能控制<无早>(钟点房)<08:00到18:00,连住3小时> / 惠享・忧选静谧大床房-商务行政<双人入住><无早>",room_type_info,room_type_info,"roomName, roomTypeName",roomTypeCancels.0.roomTypeName | roomTypeCancels.1.roomTypeName | roomTypeCancels.2.roomTypeName | roomTypeCancels.3.roomTypeName,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,star_level,星级,ota_channel,business,,25,5 / 2 / 5 / 2 / 5 / 2,room_competing_hotels,room_competing_hotels,starLevel,data.competingHotels.0.starLevel | data.competingHotels.1.starLevel | data.competingHotels.2.starLevel | data.competingHotels.3.starLevel,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,total_room,房型房量,ota_channel,business,,4,4 / 15 / 11 / 7,room_type_info,room_type_info,"totalBlockRoom, roomCount",roomTypeCancels.0.totalBlockRoom | roomTypeCancels.1.totalBlockRoom | roomTypeCancels.2.totalBlockRoom | roomTypeCancels.3.totalBlockRoom,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_room_type_daily,房型/房态,经营报告-房型,room_type,zone_name,商圈,ota_channel,business,,25,西安北站/市政府 / 西安咸阳国际机场 / 大雁塔/大唐不夜城 / 西安咸阳国际机场 / 北关/龙首原 / 西安咸阳国际机场,room_competing_hotels,room_competing_hotels,zoneName,data.competingHotels.0.zoneName | data.competingHotels.1.zoneName | data.competingHotels.2.zoneName | data.competingHotels.3.zoneName,ctrip_section_trial_tiancheng_58_room_type_20260602124952.json,仅代表携程OTA渠道口径
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,avg_price,平均卖价,ota_channel,traffic,CNY,0,,,"traffic_order_overview, traffic_order_trend","averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,base_score,基础分,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","baseScore, basicScore",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-流量数据,traffic_report,competitor_avg_visitor,竞争圈平均访客,ota_channel,traffic,,0,,,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details",competitorAvgNumber,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,conversion_rate,成交/下单转化率,ota_channel,traffic,,0,,,"traffic_order_overview, traffic_order_trend","orderConversionRate, closeRate, conversionRate, convertionRate, cvr",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,deduct_score,减分项,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","deductScore, penaltyScore",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,hotel_collect,酒店收藏数,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","hotelCollect, favoriteCount, collectCount",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-流量数据,traffic_report,hotel_collect_rank,酒店收藏排名,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary",hotelCollectRank,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,hotel_name,酒店名称,ota_channel,traffic,,0,,,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details, traffic_hotel_min_price, traffic_picture_quality, traffic_comment_score_summary","hotelName, hotel_name, name",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,im_score,IM评分,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary",imScore,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,occupancy_rate,出租率,ota_channel,traffic,,0,,,"traffic_order_overview, traffic_order_trend","rentalRate, occupancyRate",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,order_amount,预订销售额,ota_channel,traffic,CNY,0,,,"traffic_order_overview, traffic_order_trend","amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-流量数据,traffic_report,qunar_competitor_avg_visitor,去哪儿竞争圈平均访客,ota_channel,traffic,,0,,,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details",qunarCompetitorAvgNumber,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-流量数据,traffic_report,qunar_visitor_rank,去哪儿访客排名,ota_channel,traffic,,0,,,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details",qunarVisitorRank,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,reply_rank,回复排名,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","imScoreHtlrank, replyrate5mRank",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,reply_rate,5分钟回复率,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","replyrate5m, replyRate, fiveMinuteReplyRate",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,reward_score,奖励分,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary","rewardScore, bonusScore",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,room_nights,间夜量,ota_channel,traffic,,0,,,"traffic_order_overview, traffic_order_trend","quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,service_score,服务质量分,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary",serviceScore,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,服务质量/IM,经营报告-流量数据,traffic_report,service_score_rank,服务质量排名,ota_channel,traffic,,0,,,"traffic_picture_quality, traffic_comment_score_summary",serviceScoreRank,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,流量转化,经营报告-流量数据,traffic_report,tensity,紧张度,ota_channel,traffic,,0,,,"traffic_order_overview, traffic_order_trend","tensityScore, tensity, Tensity, nowTensityDetail",,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-本轮未触发,暂不建表,,竞争圈,经营报告-流量数据,traffic_report,visitor_rank,访客排名,ota_channel,traffic,,0,,,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details",visitorRank,,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,本轮未形成可用标准字段，不能用兜底值代替
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,服务质量/IM,经营报告-流量数据,traffic_report,bad_review_tag,差评标签,ota_channel,traffic,,2,0 / 0,traffic_picture_quality,"traffic_picture_quality, traffic_comment_score_summary","dingPingEntityList, tag",data.tag,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,服务质量/IM,经营报告-流量数据,traffic_report,comment_score_summary,点评分汇总,ota_channel,traffic,,4,4.8 / 4.9 / 4.8 / 4.9,traffic_comment_score_summary,"traffic_picture_quality, traffic_comment_score_summary","ctripRatingall, qunarRatingall, HotelRating, ratingall",data.ctripRatingall | data.qunarRatingall,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,竞争圈,经营报告-流量数据,traffic_report,competitor_average,竞争圈平均值,ota_channel,traffic,,1,6,traffic_order_overview,"traffic_order_overview, traffic_order_trend","competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",data.competitorsAverageOrderQuantity,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,广告推广,经营报告-流量数据,traffic_report,ctrip_rating,携程评分,ota_channel,traffic,,2,4.8 / 4.8,traffic_comment_score_summary,"traffic_picture_quality, traffic_comment_score_summary",ctripRatingall,data.ctripRatingall,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,date,日期,ota_channel,traffic,,102,2026-06-01 / 2026-06-01 / 00 / 01 / 02 / 03,"traffic_flow_transform, traffic_order_trend","traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details, traffic_hotel_min_price, traffic_picture_quality, traffic_comment_score_summary","date, dataDate, effectDate, effectTime, statDate, startDate, endDate, updateTime",0.date | 1.date | orderTrend.0.effectTime | orderTrend.1.effectTime,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,detail_visitor,详情页访客量,ota_channel,traffic,,78,24 / 270 / 4 / 129 / 6 / 3,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","detailExposure, detailUv, detailVisitors",0.detailExposure | 1.detailExposure | 2.detailExposure | 3.detailExposure,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,flow_rate,流量转化率,ota_channel,traffic,,78,9.3 / 18.45 / 7.55 / 9.41 / 8 / 4.92,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","conversionsRatesDataList, flowRate, transforRate, transferRate, convertRate",0.flowRate | 1.flowRate | 2.flowRate | 3.flowRate,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,hotel_id,酒店ID,ota_channel,traffic,,156,6866634 / 6866634 / -1 / -1 / 6866634 / 6866634,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details, traffic_hotel_min_price, traffic_picture_quality, traffic_comment_score_summary","hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",0.hotelId | 1.hotelId | 2.hotelId | 3.hotelId,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,keyword,搜索关键词,ota_channel,traffic,,65,西安钟楼 / 其他 / 大唐不夜城 / 大雁塔 / 西安奥体中心-体育场 / 空军军医大学(第四军医大学)西京医院,"traffic_city_keywords, traffic_flow_source","traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","keyword, searchKeyword, filterWords",data.0.keyword | data.1.keyword | data.2.keyword | data.3.keyword,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,list_exposure,列表页曝光量,ota_channel,traffic,,78,258 / 1463 / 53 / 765 / 75 / 61,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","listExposure, exposure, exposureCount, impressions",0.listExposure | 1.listExposure | 2.listExposure | 3.listExposure,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,min_price,实时起价,ota_channel,traffic,,1,85,traffic_hotel_min_price,traffic_hotel_min_price,minPrice,data.minPrice,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,竞争圈,经营报告-流量数据,traffic_report,min_price_rank,起价排名,ota_channel,traffic,,1,8,traffic_hotel_min_price,traffic_hotel_min_price,minPriceRank,data.minPriceRank,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,order_count,预订订单数,ota_channel,traffic,,50,2 / 3 / 0 / 0 / 0 / 0,"traffic_order_overview, traffic_order_trend","traffic_order_overview, traffic_order_trend","orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",data.orderQuantity | data.synchronizationOrderQuantity | orderTrend.0.orderQuantity | orderTrend.0.synchronizationOrderQuantity,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,order_page_visitor,订单页访客量,ota_channel,traffic,,78,6 / 23 / 0 / 11 / 0 / 0,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","orderFillingNum, orderVisitors, fillUsers",0.orderFillingNum | 1.orderFillingNum | 2.orderFillingNum | 3.orderFillingNum,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,order_submit_user,订单提交人数,ota_channel,traffic,,78,6 / 13 / 0 / 5 / 0 / 0,traffic_flow_transform,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","orderSubmitNum, submitUsers, submitNum",0.orderSubmitNum | 1.orderSubmitNum | 2.orderSubmitNum | 3.orderSubmitNum,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,page_views,昨日浏览量,ota_channel,traffic,,136,10493 / 10493 / 25782 / 25782 / 4743 / 4743,"traffic_flow_source, traffic_city_keywords","traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","pvDataList, pageViewDataList, PV, pv, pageViews",data.flowSourceDetails.0.pv | data.flowSourceDetails.1.pv | data.flowSourceDetails.2.pv | data.flowSourceDetails.3.pv,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,服务质量/IM,经营报告-流量数据,traffic_report,psi_score,PSI服务质量分,ota_channel,traffic,,2,3.17 / 3.17,traffic_picture_quality,"traffic_picture_quality, traffic_comment_score_summary","psi, PSI, psiScore, qualityscore, serviceScore, totalScore",data.qualityscore,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,竞争圈,经营报告-流量数据,traffic_report,rank,竞争圈排名,ota_channel,traffic,,1,14,traffic_order_overview,"traffic_order_overview, traffic_order_trend","rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",data.rankOfOrderQuantity,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,source_name,流量来源,ota_channel,traffic,,36,"热门地理位置 / <span class=""icon-date num1""></span> / 城市搜索 / <span class=""icon-date num2""></span> / 拓展推荐列表 / <span class=""icon-date num3""></span>",traffic_flow_source,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","sourceName, sourceNameTag",data.flowSourceDetails.0.sourceName | data.flowSourceDetails.0.sourceNameTag | data.flowSourceDetails.1.sourceName | data.flowSourceDetails.1.sourceNameTag,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,已采到-门禁通过,建议建表候选,ota_ctrip_traffic_daily,流量转化,经营报告-流量数据,traffic_report,visitor_count,访客量,ota_channel,traffic,,100,1722 / 1722 / 781 / 781 / 827 / 827,traffic_city_keywords,"traffic_scan_flow, traffic_flow_transform, traffic_order_overview, traffic_order_trend, traffic_flow_source, traffic_city_keywords, traffic_search_details","lastVisitorTotal, visitorTotal, UV, uv, visitorCount, pageViews",data.0.uv | data.1.uv | data.2.uv | data.3.uv,ctrip_section_trial_tiancheng_58_traffic_report_20260602131410.json,仅代表携程OTA渠道口径
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,avg_price,平均卖价,ota_channel,business,CNY,0,,,competitor_management,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,服务质量/IM,竞争圈-概览,competitor_overview,bad_review_tag,差评标签,ota_channel,business,,0,,,competitor_service,"dingPingEntityList, tag",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,base_score,基础分,ota_channel,business,,0,,,competitor_service,"baseScore, basicScore",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,服务质量/IM,竞争圈-概览,competitor_overview,comment_score_summary,点评分汇总,ota_channel,business,,0,,,competitor_service,"ctripRatingall, qunarRatingall, HotelRating, ratingall",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,competitor_average,竞争圈平均值,ota_channel,business,,0,,,competitor_management,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,competitor_avg_visitor,竞争圈平均访客,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source",competitorAvgNumber,,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,conversion_rate,成交/下单转化率,ota_channel,business,,0,,,competitor_management,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,广告推广,竞争圈-概览,competitor_overview,ctrip_rating,携程评分,ota_channel,business,,0,,,competitor_service,ctripRatingall,,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,date,日期,ota_channel,business,,0,,,"competitor_management, competitor_hotel_label, competitor_flow, competitor_service, competitor_flow_source","date, dataDate, effectDate, effectTime, statDate, startDate, endDate, updateTime",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,服务质量/IM,竞争圈-概览,competitor_overview,deduct_score,减分项,ota_channel,business,,0,,,competitor_service,"deductScore, penaltyScore",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,detail_visitor,详情页访客量,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","detailExposure, detailUv, detailVisitors",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,flow_rate,流量转化率,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","conversionsRatesDataList, flowRate, transforRate, transferRate, convertRate",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,hotel_collect,酒店收藏数,ota_channel,business,,0,,,competitor_service,"hotelCollect, favoriteCount, collectCount",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,hotel_collect_rank,酒店收藏排名,ota_channel,business,,0,,,competitor_service,hotelCollectRank,,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,hotel_id,酒店ID,ota_channel,business,,0,,,"competitor_management, competitor_hotel_label, competitor_flow, competitor_service, competitor_flow_source","hotelId, hotel_id, masterHotelId, masterhotelid, hotelID",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,hotel_label,酒店标签,ota_channel,business,,0,,,competitor_hotel_label,"label, labelName, tagName, hotelLabel, labelValue",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,hotel_name,酒店名称,ota_channel,business,,0,,,"competitor_management, competitor_hotel_label, competitor_flow, competitor_service, competitor_flow_source","hotelName, hotel_name, name",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,服务质量/IM,竞争圈-概览,competitor_overview,im_score,IM评分,ota_channel,business,,0,,,competitor_service,imScore,,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,keyword,搜索关键词,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","keyword, searchKeyword, filterWords",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,list_exposure,列表页曝光量,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","listExposure, exposure, exposureCount, impressions",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,occupancy_rate,出租率,ota_channel,business,,0,,,competitor_management,"rentalRate, occupancyRate",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,order_amount,预订销售额,ota_channel,business,CNY,0,,,competitor_management,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,order_count,预订订单数,ota_channel,business,,0,,,competitor_management,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,order_page_visitor,订单页访客量,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","orderFillingNum, orderVisitors, fillUsers",,,本轮未形成可用标准字段，不能用兜底值代替
,,未采到-模块超时,暂不建表,,竞争圈,竞争圈-概览,competitor_overview,order_submit_user,订单提交人数,ota_channel,business,,0,,,"competitor_flow, competitor_flow_source","orderSubmitNum, submitUsers, submitNum",,,本轮未形成可用标准字段，不能用兜底值代替
