序号,状态,优先级,模块,section,endpoint_id,metric_key,字段名,缺口类型,expected_source_keys,你提供的页面URL/截图/操作备注,证据备注,证据文件,gap_id
92,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,visitor_count,???,???-????,"lastVisitorTotal, visitorTotal, UV, uv, visitorCount, pageViews",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,116
93,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_flow,visitor_rank,????,???-????,visitorRank,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,117
94,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_hotel_label,hotel_label,????,???-????,"label, labelName, tagName, hotelLabel, labelValue",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,94
95,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,avg_price,????,???-????,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,81
96,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,competitor_average,??????,???-????,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,85
97,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,conversion_rate,??/?????,???-????,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,87
98,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,occupancy_rate,???,???-????,"rentalRate, occupancyRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,98
99,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,order_amount,?????,???-????,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,99
100,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,order_count,?????,???-????,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,100
101,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,rank,?????,???-????,"rank, rank2, visitorRank, rankOfAmount, rankOfOrderQuantity, competitorRank, ranking",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,107
102,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,room_nights,???,???-????,"quantity, bookQuantity, synchronizationBookQuantity, roomNights, nightNum, occupiedRooms, checkOutQuantity",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,111
103,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_management,tensity,???,???-????,"tensityScore, tensity, Tensity, nowTensityDetail",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,115
104,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,bad_review_tag,????,???-????,"dingPingEntityList, tag",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,82
105,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,base_score,???,???-????,"baseScore, basicScore",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,83
106,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,comment_score_summary,?????,???-????,"ctripRatingall, qunarRatingall, HotelRating, ratingall",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,84
107,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,ctrip_rating,????,???-????,ctripRatingall,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,88
108,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,deduct_score,???,???-????,"deductScore, penaltyScore",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,89
109,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,hotel_collect,?????,???-????,"hotelCollect, favoriteCount, collectCount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,92
110,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,hotel_collect_rank,??????,???-????,hotelCollectRank,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,93
111,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,im_score,IM??,???-????,imScore,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,95
112,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,psi_score,PSI?????,???-????,"psi, PSI, psiScore, qualityscore, serviceScore, totalScore",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,104
113,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,reply_rank,????,???-????,"imScoreHtlrank, replyrate5mRank",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,108
114,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,reply_rate,5?????,???-????,"replyrate5m, replyRate, fiveMinuteReplyRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,109
115,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,reward_score,???,???-????,"rewardScore, bonusScore",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,110
116,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,service_score,?????,???-????,serviceScore,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,112
117,user_site_provided,已提供页面,竞争圈-概览,competitor_overview,competitor_service,service_score_rank,??????,???-????,serviceScoreRank,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionprofile?microJump=true,????????????????????2026-06-02????????-?????????????????????????????????????????2026-05-25?2026-05-31????????23??????195??????18??????2187??????18.83????18?????27??????322???18????11.02%??????32.02%???19???APP??137??????2580???16???APP???13.87%??????9.52%???10?Network?? getMasterHotelLabel?getManagementData?getFlowData?getServiceData?getFlowSource?getEbkResourcePopups?,,113
118,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_compete_hotel,follow_status,????,???-????,"followStatus, isFollow",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,120
119,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,common_view_rate,?????,???-????,"commonViewRate, browseRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,118
120,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,competitor_hotel_name,??????,???-????,"hotelName, competeHotelName",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,119
121,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,loss_order_amount,??????,???-????,"lossOrderAmount, amount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,121
122,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,loss_order_count,?????,???-????,"lossOrderCount, lossOrderNum, orderCount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,122
123,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,loss_room_nights,?????,???-????,"lossRoomNight, lossNightCount, roomNights",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,123
124,user_site_provided,已提供页面,竞争圈-流失分析,loss_analysis,loss_order_summary,order_conversion_rate,?????,???-????,"orderConversionRate, conversionRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true,???????????????? 2026-06-02 ???????????? > ?????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/lossanalysis?microJump=true????????????????????/??????/??/??/???????? 2026-05-25 ? 2026-05-31??????????? 904?????? 1415??????? 866377.39?????????????????TOP40???/?????Network ?? queryMenuKey?getTripartiteOrderLoss?getLossOrderCompeteHotel?getEbkResourcePopups????????????????? XHR ?????,,124
125,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,amount_rank,???????,???-????,"amountRank, orderAmountRank, bookingGMVrank, amount",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,125
126,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,comment_score_rank,?????,???-????,commentScore,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,126
127,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,conversion_rate_rank,APP?????,???-????,"convertionRate, conversionRate",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,127
128,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,occupancy_rate_rank,?????,???-????,rentalRaterank,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,128
129,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,order_rank,???????,???-????,"orderRank, orderQuantityRank, bookingOrdersrank, bookOrderNum",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,129
130,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,rank_metric,????,???-????,"rankType, metric, rankName",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,130
131,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,room_nights_rank,??????,???-????,"stayInRNrank, quantity",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,131
132,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,traffic_rank,????,???-????,"trafficRank, appDetailUvRank",https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,132
133,user_site_provided,已提供页面,竞争圈-榜单,competitor_rank,competitor_rank,visitor_rank,APP?????,???-????,totalDetailNum,https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true,????????????????? 2026-06-02 ???????????? > ??????URL=https://ebooking.ctrip.com/ebkgrowth/datacenter/competition/competitionlist?microJump=true???????????????????????????/??/??/??/???????? 2026-05-25 ? 2026-05-31?????????/????????????????????????????????????APP?????????APP???????PSI?????????????????Network ?? getCompetingRank ?????getEbkResourcePopups????????????????? XHR ?????,,133
134,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,avg_price,????,???-?????,"averagePrice, synchronizationAveragePrice, avgPrice, adr, minPrice",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,134
135,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,competitor_average,??????,???-?????,"competitorsAverageOrderQuantity, competitorsAverageOccupiedRooms, competitorAvgNumber, competitorTensityScore",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,135
136,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,conversion_rate,??/?????,???-?????,"orderConversionRate, closeRate, conversionRate, convertionRate, cvr",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,136
137,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,occupancy_rate,???,???-?????,"rentalRate, occupancyRate",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,137
138,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,order_amount,?????,???-?????,"amount, bookAmount, synchronizationBookAmount, orderAmount, saleAmount, ordamount, totalAmount, bookingAmount",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,138
139,user_site_provided,已提供页面,用户行为-用户画像,user_profile,user_profile_dimensions,order_count,?????,???-?????,"orderQuantity, synchronizationOrderQuantity, bookOrderNum, orderCount, orderNum, ordquantity, bookingCount",https://ebooking.ctrip.com/datacenter/inland/userbehavior/user?microJump=true,????????????????????2026-06-02???????-??????????????????????35-44??????????????????????????????1?????????????????Network?? queryUserSex?queryUserPriceInfo?queryUserType?queryUserSource?queryUserPoint?queryUserBookingDays?queryUserStayDays?queryUserFeatures?queryUserAge?getOrderDistribution?queryUserTravelTime?queryUserStar?queryUserPrice?queryOrderType?queryUserOrders?,ctrip_section_trial_tiancheng_58_user_profile_20260602133500.json,139
